,0
248,269149.9270663037
249,219186.89159954758
250,276301.8547665758
251,263261.8473141311
252,268227.4289832135
253,225864.3244911411
254,208387.78497580736
255,181631.25590914348
256,170425.95005234814
257,140213.15646996326
258,203062.22787801977
259,234441.84508118665
260,160602.24932086837
261,129940.13607622375
262,155730.0683916771
263,207706.88762585135
264,238478.225270245
265,186630.84138842154
266,158860.8311184115
267,176592.23319815763
268,168595.16981309315
269,156616.12083039526
270,124452.82193647503
271,124909.76647023288
272,114040.59846287822
273,121726.92203289003
274,128127.80003095571
275,110730.50363299408
276,292794.53940624214
277,239141.38254001064
278,256742.6364927684
279,221045.96050132858
280,191424.65329757732
281,174910.9803536624
282,178501.76162380914
283,293016.1861694062
284,227083.46689289418
285,180310.34852703355
286,210217.123780202
287,221998.91955996095
288,146527.85901820267
289,126353.22822336698
290,248707.906185336
291,117185.11536272037
292,153678.9507499752
293,191592.78963231208
294,169974.29971251945
295,128516.40090008253
296,122213.707972554
297,143985.90378539867
298,157431.90476851581
299,167615.84423523632
300,148550.95645213086
301,181592.98669114904
302,182208.96676168326
303,114676.12814235457
304,174575.82269870414
305,188374.38991473545
306,228123.1293975597
307,143486.4062540015
308,176605.69295133173
309,152855.30290395863
310,126875.54356081244
311,132928.9777357324
312,125741.34192997655
313,141492.5329820865
314,142906.7171203843
315,124695.34528430183
316,114820.67329648248
317,144013.03547332733
318,115878.91888791652
319,182912.98081164074
320,131119.23314025695
321,88391.22344284158
322,137257.43493575323
323,104928.60500406504
324,121910.70130134722
325,135766.2264325724
326,158328.57404094117
327,58541.39781819903
328,96824.1629191467
329,78554.27666891934
330,177128.9811761833
331,164899.11746792376
332,130289.04918134044
333,154005.99244583622
334,136862.2190633148
335,121150.34044927444
336,115912.98555499226
337,124096.75549500623
338,112559.28032537595
339,131260.50830570227
340,129245.54493639355
341,132313.11466661785
342,147254.2460149082
343,143172.55428896518
344,137019.52162666546
345,126143.18295354227
346,133423.97003952193
347,120880.05104535907
348,122201.39194024818
349,142555.90269980743
350,95737.86474202738
351,99501.16749029593
352,123551.44952963135
353,99127.58683252806
354,51869.8245038832
355,102570.21248970732
356,107924.93806744259
357,148308.7251915727
358,119618.31189975838
359,53645.411940013844
360,117853.06341095743
361,149263.6041765691
362,45275.9219059529
363,134231.6186205529
364,132203.84916896303
365,101659.96650566201
366,103164.03695867788
367,139574.63632196843
368,122707.17519431953
369,145028.28105526537
370,142791.47054648335
371,70325.70095986286
372,139180.6513378353
373,116811.6196405254
374,121924.13181446955
375,131242.1781670764
376,89440.69387617629
377,127472.01518872913
378,97631.93976735025
379,143494.64522317064
380,137999.64375424455
381,87461.17255180913
382,129004.35846072696
383,136867.493023546
384,137530.88200348153
385,158389.9371675315
386,163114.313979192
387,50410.76180325015
388,116225.7734306823
389,117644.05867366295
390,158771.82143765158
391,125083.76587106043
392,130751.03438214527
393,173531.33801474818
394,151557.59042920437
395,223883.3508389071
396,153318.74980644256
397,141035.3451356075
398,118501.17989327227
399,150378.3440216463
400,117094.14448325032
401,310986.82282299525
402,293723.56213577563
403,293833.00684391125
404,324452.3004956044
405,314281.41243996494
406,228528.85918518688
407,298685.1093676939
408,203683.5348483426
409,228120.59896865
410,247130.62981759492
411,174604.73769658513
412,243404.5053286697
413,144785.34615581765
414,203493.36735318243
415,199108.8381975719
416,210060.1055852051
417,209037.2005300628
418,128181.96089595207
419,132592.59698166294
420,244477.84247567368
421,247266.31765651703
422,189641.60581337634
423,206845.77340823697
424,241184.79688212092
425,284436.807340188
426,213446.1872975952
427,272115.7112780522
428,169508.56447552747
429,117030.35602301471
430,130956.38214505772
431,94634.92981224341
432,132028.43265495016
433,124755.6349400858
434,132007.7170982724
435,126796.28623134654
436,113625.10556598818
437,114665.09172937935
438,155418.82201034357
439,149073.2851425582
440,172689.69392893126
441,151131.10305056928
442,211683.5114865745
443,141480.37005673972
444,201510.68629029288
445,164539.6281023045
446,210693.95670251374
447,108182.34765725842
448,135960.2159125051
449,119155.01002992856
450,221951.40093245966
451,314795.0769213614
452,139977.46853895992
453,61769.77143243986
454,293968.79312661994
455,64582.00186557202
456,255125.1511221599
457,139818.66882928213
458,183097.3530896157
459,160504.5175079427
460,376825.15122732916
461,299468.3108256086
462,231012.08482787258
463,227007.07087241093
464,198342.67372681212
465,364941.51793409407
466,132116.95094825464
467,157013.6847601627
468,130519.84564586179
469,127958.34329284437
470,142868.93352117095
471,141449.28167419255
472,176015.24049748253
473,180008.51997032622
474,174263.08071271965
475,191458.2984762944
476,184701.93118349568
477,177814.09201973976
478,241767.33720482132
479,193413.49413723516
480,171389.12746746698
481,188870.47578194647
482,212636.8643124449
483,347735.5086896429
484,389752.87275841227
485,136498.6718821874
486,298178.1805003357
487,176016.18597097602
488,245945.93633125184
489,185896.98125538536
490,246559.58923387597
491,209093.0395915985
492,169806.3177609838
493,180027.0211111159
494,133478.08443700598
495,299051.16563970863
496,154402.64946766288
497,304624.1453925203
498,143537.01916416755
499,115845.65871335668
500,121201.20591224273
501,97543.4462767947
502,106625.37568885156
503,105513.75950318774
504,142097.82135545986
505,138557.64821989852
506,299832.40314829705
507,424755.15753398667
508,374507.39909379417
509,415336.39701769245
510,444887.6243876159
511,371249.8149372501
512,268869.0063281618
513,324252.9372070986
514,541657.6519853286
515,270736.30779022473
516,353042.3968927816
517,349063.0139090019
518,324001.3526283652
519,207976.31561317705
520,331100.0752446697
521,223767.0089114671
522,210029.97649421316
523,173692.0871167779
524,218917.80732639375
525,209827.82174180404
526,175628.69409347954
527,174820.54966511764
528,194670.03699661774
529,210729.39425300338
530,238013.6050148143
531,218902.70239519447
532,167156.7114052432
533,231091.61762336898
534,182558.85816271507
535,246296.75979426762
536,298587.34250908176
537,325208.44013503304
538,267804.13974747906
539,318125.4237156202
540,279497.54810448486
541,241419.35214876872
542,253175.76025810867
543,287070.50092546217
544,221598.49747419186
545,224661.64938182622
546,251120.94664843375
547,220075.62569734277
548,197686.66805314235
549,193595.0929267455
550,145449.04215982216
551,173479.60535793554
552,180039.44290403312
553,187296.96259656444
554,206754.1539414923
555,191689.47505148745
556,196063.41008452963
557,116292.34033926576
558,132325.111389491
559,108155.95740537101
560,101303.66066612677
561,182734.08843987747
562,147306.54401372152
563,275521.34584013076
564,344374.7529073052
565,175844.02643166136
566,158466.95633684567
567,148390.55842646677
568,169758.48630271608
569,266097.06947759335
570,233148.44402388614
571,242127.2658725126
572,248041.98878979337
573,169023.17247307912
574,218491.64829143288
575,195882.15208404398
576,204805.94110442413
577,305675.76187241054
578,225293.41410948234
579,284648.1412636198
580,277392.2682185411
581,208159.11563953056
582,176622.6562251083
583,177543.1792055172
584,211641.6628075236
585,144705.6917711722
586,149269.02432822887
587,137373.3172563819
588,141218.96301830068
589,174759.35145412336
590,102420.76355770453
591,124276.23962476446
592,147902.25386419872
593,90879.68872943088
594,156537.35704259778
595,140275.15224866342
596,114013.16311313302
597,220484.51738649598
598,129739.2368114061
599,174565.64435852735
600,175135.99934849524
601,129516.00788743167
602,116645.68529732185
603,140116.76200063675
604,121158.49429045808
605,160306.60685369905
606,113963.2939633543
607,146719.21083568555
608,85912.84181546276
609,115106.98616760114
610,93802.4731605422
611,131864.75443259138
612,134570.63459949216
613,181996.2445389552
614,147215.20080758858
615,118410.61448496568
616,153001.49692559225
617,122299.57899573904
618,134326.67176604347
619,117798.90605617584
620,126940.16119273989
621,123746.01121936805
622,147052.63815460578
623,107056.00081492942
624,117275.940677734
625,111533.15706288892
626,121853.68502506702
627,96974.20722861814
628,78273.71490291881
629,126595.83829018468
630,115051.99770080953
631,122140.17166594807
632,113001.96550390539
633,112565.71893737311
634,146666.3252643879
635,80520.65066975787
636,101933.83114789952
637,142713.79915140444
638,52866.565453638126
639,70214.23745922942
640,114851.17418334694
641,125058.0708592337
642,100628.85039290805
643,139115.58945642298
644,131851.9122508343
645,59483.676932838534
646,192221.2374235613
647,116334.20660109553
648,109668.01978373647
649,131253.4642455572
650,136979.95065620626
651,138345.53102375875
652,122398.99236473224
653,121460.22141867768
654,169121.43542244757
655,115773.05910880053
656,148982.3168314443
657,124382.09248018276
658,115940.54711873917
659,114070.15974642959
660,88016.54806267707
661,117302.52149093107
662,82768.86343647978
663,156380.26684367517
664,124471.74100406263
665,143391.2050102204
666,155752.6227344229
667,124300.44115150312
668,93246.57080535904
669,138354.31375463316
670,135079.6311105991
671,115727.11991075572
672,124871.12205474198
673,122240.8436106706
674,94235.55659970234
675,76869.54828083928
676,108596.36204947175
677,135426.63462885644
678,152886.974990118
679,137047.8666878449
680,154415.94416865212
681,128666.17098345754
682,151122.5689425427
683,125001.16912288354
684,134530.95973979143
685,164664.46557067125
686,140548.2473063553
687,133007.58749861867
688,149813.42451366238
689,228404.618501753
690,112716.67128582556
691,185990.54583202358
692,163909.7582783753
693,107790.52464922321
694,144285.4861621472
695,274891.4381155815
696,228787.623607083
697,234742.50929213405
698,207464.74099870888
699,180264.83847679463
700,239083.81603387443
701,374860.27650967543
702,348039.35786455526
703,240602.52004508305
704,199420.70259781007
705,154366.40517497208
706,212601.21791181387
707,200700.1380182285
708,198404.44836450485
709,221174.9926588933
710,157822.46097019376
711,132366.30105354817
712,166632.13425886477
713,225284.59651593873
714,295762.4862640421
715,313932.04496448574
716,241172.25974390472
717,210848.16266778318
718,137903.7228411159
719,216554.82286865736
720,198238.978505377
721,226951.54125296348
722,190973.0327802336
723,120485.3422982993
724,130830.23056577792
725,149000.73887201413
726,154717.65417494133
727,156330.80047869298
728,291351.6744492586
729,78693.6759690996
730,78559.34922531513
731,90880.11937044183
732,110674.72802233267
733,102688.14654935041
734,107251.74166468189
735,99550.7797694957
736,123784.63297074323
737,151810.9982574697
738,175933.11458214046
739,151038.9796893593
740,145401.1901675098
741,218008.51056648605
742,132021.47562585527
743,178371.09813327066
744,118224.65113825261
745,140626.1448766315
746,222206.55708878158
747,258966.12714046592
748,251028.90230712888
749,120735.42129067477
750,116562.55516552221
751,123185.69509685723
752,106701.32515899919
753,140071.65187120158
754,97683.75004035317
755,148865.11575014135
756,66374.76218987066
757,74784.07590235869
758,69936.84363624081
759,73716.66265008818
760,295168.6893421355
761,265701.332595518
762,286668.1708569243
763,206869.6245680888
764,121996.9781232443
765,188565.42828929776
766,197354.85060487193
767,260929.93522102645
768,261744.27077564222
769,153313.14214380638
770,219297.25465895887
771,182645.87868137134
772,178855.30184826723
773,243754.69772065053
774,226485.7433638012
775,266015.460238001
776,319581.3644124739
777,190869.47710322036
778,115822.52375357322
779,155589.02206820925
780,161768.6212569479
781,123861.02963537675
782,127962.53944584628
783,106403.23615503403
784,100020.37772323287
785,140823.59262796765
786,113580.46728276642
787,119313.5565563935
788,116663.80117145574
789,126873.29108060226
790,97755.00629539473
791,181324.70725758703
792,149681.123755428
793,179658.03239151466
794,188800.9283807449
795,179314.07927933257
796,204675.23384683693
797,159243.27122159864
798,175340.12928380317
799,157713.09226784043
800,186352.87238070552
801,210363.35638113046
802,374595.23263175
803,518967.1870655843
804,172136.46731131244
805,287155.4550198037
806,370894.7510047253
807,413005.01709924184
808,154186.64648766138
809,201681.20498356383
810,211625.06225594107
811,198182.3640599153
812,167006.2458825059
813,185105.84077940314
814,161299.56192834573
815,188839.48494414458
816,186457.52293277913
817,147822.6275490368
818,118509.559094408
819,119120.43797861322
820,171634.51605937106
821,192028.81217913298
822,106871.7485492425
823,106815.30980199811
824,135813.50272840494
825,125467.85815754483
826,355068.5814665522
827,285228.7403167303
828,382780.2673628352
829,446494.24294638383
830,328859.85683853773
831,434551.94674814434
832,472982.96743227844
833,386347.18088724697
834,478970.7090885528
835,288364.174949309
836,327941.61912232806
837,326514.05565775506
838,354248.1119653974
839,339247.8446834616
840,310938.95386436355
841,248894.35660255322
842,246619.50473263333
843,252411.25695284005
844,198299.61235174353
845,194568.65465034058
846,203638.3628798934
847,227363.12012029966
848,276734.70042439824
849,218926.1438462817
850,201279.68370190402
851,173119.65522149045
852,173249.01812878682
853,177671.14799558377
854,180559.89775931297
855,200275.0538443666
856,192013.4547328375
857,184263.3709762335
858,184816.9388569289
859,186645.56616027912
860,230109.77426025705
861,180044.78397616817
862,188115.38698253993
863,177316.93201655315
864,218082.29833826082
865,171668.62875141896
866,206757.38111535812
867,224576.15216893083
868,191129.10744747214
869,179689.16586792746
870,349104.6071467196
871,385779.2720637813
872,317974.9296774172
873,260483.77716101182
874,277779.5322413657
875,311828.0507268152
876,200836.93219738718
877,263476.65919713787
878,228233.44990800755
879,398353.99633972195
880,216385.6255499717
881,233618.50232698212
882,224742.47805684595
883,224176.3687837474
884,233573.95779246514
885,214857.96516062794
886,201425.27680352874
887,245991.96414294365
888,176960.91250112528
889,311627.7803326645
890,258907.26570606136
891,261254.1191135101
892,245846.4628897856
893,142568.94468598385
894,148559.2963245013
895,154705.970487935
896,190281.6605111022
897,200640.67344249575
898,130827.96149967043
899,113790.81380315234
900,143790.89535666435
901,280593.0866597192
902,142774.63236772377
903,162108.08782848524
904,220359.21672937958
905,194485.31342993907
906,223929.77664781557
907,212324.1704819088
908,220880.30655461986
909,166607.2491022955
910,167919.6434967194
911,189871.61424576616
912,285471.4165056513
913,315241.7399734447
914,252107.58550320807
915,285912.85882473254
916,347752.7820916345
917,144243.23338858725
918,195435.0158826137
919,149815.10278632733
920,171357.55989557618
921,205622.65863355098
922,206470.98256220258
923,248668.24450448263
924,160535.5663006509
925,130572.80953100772
926,137285.8688477774
927,102019.22238161246
928,117055.12980276736
929,148837.23235046398
930,140170.53993527385
931,114226.55547422131
932,166946.34809333165
933,142198.83689491416
934,211467.32851075756
935,141211.89508165148
936,225629.40281914888
937,130930.18270182057
938,64863.3502355142
939,62420.672150356026
940,118521.73553897756
941,138757.00377776314
942,143124.65261990973
943,150657.16253338775
944,165678.06038199633
945,141731.98819779372
946,125981.62315824839
947,145722.1472231106
948,120523.90301190484
949,166712.88581844638
950,115814.07414977234
951,153520.14544263296
952,131505.38270304055
953,147717.2729682692
954,133812.74043042478
955,128808.12221844611
956,133884.98442302019
957,129779.7825203771
958,129963.72284967508
959,121625.80093419713
960,148660.72234026197
961,105235.40946328267
962,123287.57809960148
963,157658.99580113715
964,202851.049786525
965,133369.421083014
966,136021.35736723972
967,178205.87799832333
968,113106.06369324133
969,135019.38752171255
970,106601.40351829916
971,145423.0287876746
972,144160.91911986578
973,142429.3669443013
974,152448.5185461348
975,103565.12689393395
976,107056.37912168598
977,121901.41395762257
978,104181.89706669016
979,121791.03825980345
980,96172.24196671706
981,96764.76036459
982,125042.45348262206
983,128969.13686599712
984,91454.87030572048
985,137590.3951689591
986,173721.2189363543
987,126327.43005840997
988,111222.96332837416
989,153776.68156905592
990,119466.33403132178
991,195571.14468578942
992,91383.35071536126
993,126296.46125293108
994,120417.5973826004
995,146742.1134553183
996,136601.6167179366
997,128869.68376383236
998,109184.91715934503
999,142783.54714850587
1000,125114.02651256853
1001,139309.51627692324
1002,128153.59148477035
1003,176362.6012951912
1004,141828.20972583542
1005,121367.16905654407
1006,129783.5784428994
1007,78855.95167379003
1008,79556.6716712671
1009,192078.81152498946
1010,216931.75184698773
1011,162953.49677283716
1012,118500.05860021048
1013,73114.74495759653
1014,221448.07998160963
1015,116159.50138620457
1016,128406.65242584895
1017,158759.4652574528
1018,104400.07675359875
1019,152950.48804522332
1020,121510.48555190706
1021,126771.83623540108
1022,109345.71191499659
1023,124536.83707646765
1024,122464.10069355529
1025,154319.60882859636
1026,170935.6719388741
1027,158343.50835955102
1028,152761.61371601085
1029,145804.67336583885
1030,92328.11895595756
1031,194511.76789032682
1032,145766.15392084635
1033,146195.16417276138
1034,86439.62925201576
1035,235982.02603562042
1036,156562.5092913292
1037,104924.00152939884
1038,88888.40161976017
1039,125075.8792737031
1040,142968.32194697327
1041,154174.1906612239
1042,97958.5536930136
1043,189715.18165340304
1044,226700.14318943297
1045,252382.10119778157
1046,295730.30446823355
1047,253757.52336629853
1048,219546.0255311227
1049,216591.1360580771
1050,176177.7819805519
1051,206159.13198986676
1052,225250.8774763454
1053,259199.51947108933
1054,148035.35051635676
1055,177999.7840820388
1056,142957.42710823062
1057,154867.98586611293
1058,228502.75700470805
1059,220608.95411107497
1060,189881.31086448935
1061,226039.6080836794
1062,122118.95919588959
1063,138290.02655184633
1064,147359.31227370043
1065,136447.76045715634
1066,113073.85000889708
1067,125646.98098261289
1068,124960.16716755005
1069,118734.16331708092
1070,248440.21322317753
1071,225555.8418447524
1072,194074.19709881037
1073,228671.48428824564
1074,300000.0501500404
1075,232367.3462006499
1076,236158.0220127138
1077,183627.90340150733
1078,188738.1272780466
1079,181456.53189658292
1080,182644.1410068421
1081,167834.4239227258
1082,122392.43997093342
1083,122440.01087156682
1084,136313.38808145118
1085,128272.28869193917
1086,134811.4532944884
1087,155196.44753617802
1088,160859.3289888713
1089,732816.784410498
1090,137877.39055549624
1091,130566.5223501248
1092,73856.02821936368
1093,97204.7520142358
1094,118628.12690390745
1095,100258.83352718197
1096,106782.50601772706
1097,146030.38326643355
1098,147359.45159228903
1099,147283.5076527006
1100,142648.40263652045
1101,137125.87838282378
1102,147473.74473712363
1103,204872.31827447112
1104,137133.12869760752
1105,154786.6894034557
1106,138013.05535501151
1107,198669.19528476062
1108,228853.253049398
1109,117555.84195663835
1110,194120.51624502827
1111,143485.61979844674
1112,224599.31448158808
1113,290249.5100130767
1114,130800.50397201857
1115,120051.43889424093
1116,148701.2112592753
1117,85326.56150002764
1118,62061.07764381129
1119,99693.71211778991
1120,105059.22461992381
1121,110839.3462757818
1122,283535.6313684814
1123,182960.8849781594
1124,190513.66014411292
1125,226242.6735801422
1126,195773.28495882053
1127,137318.2181663401
1128,152365.1594824811
1129,206082.0235495402
1130,217735.80521379822
1131,218323.85273714355
1132,252749.53068174224
1133,182821.53808032957
1134,203341.49606363985
1135,300166.2607304729
1136,183795.94446010413
1137,279298.60883579537
1138,321271.0062906938
1139,156325.66993097626
1140,147997.58845738813
1141,81506.68213955052
1142,95624.84310701308
1143,90298.80071138174
1144,77179.10399762509
1145,151177.70008111585
1146,198709.66956643114
1147,198134.109716119
1148,172683.4074990042
1149,112780.93200457582
1150,121171.88739991993
1151,161836.08077055702
1152,131216.52882809174
1153,122457.63685875406
1154,156573.02062459756
1155,145863.50611617358
1156,182808.47116986418
1157,203636.85251966972
1158,199536.51608235217
1159,184609.93591840248
1160,173805.68067531288
1161,181055.84871302138
1162,246526.44260722442
1163,307050.1213000964
1164,303888.34405229
1165,173290.99155759552
1166,164752.0386719528
1167,463867.35399794887
1168,479082.30898027495
1169,371061.6792886416
1170,484223.7999879714
1171,426281.00517733174
1172,311115.50726023345
1173,405614.6583596981
1174,159925.64715441765
1175,172850.97861472034
1176,175757.4106752434
1177,268208.9806318784
1178,186397.25329973653
1179,151645.6821125237
1180,100316.86278917019
1181,196718.67178664182
1182,101721.08079925891
1183,117733.85804055232
1184,108650.27116899191
1185,94821.42952813006
1186,103854.29574028571
1187,143827.01226374798
1188,149439.1467904412
1189,132657.45797652286
1190,138617.72520443634
1191,395813.6428248211
1192,252880.6001589891
1193,259064.45725583966
1194,381920.0895190789
1195,315674.30814709177
1196,348098.57995352964
1197,301715.4336392907
1198,305766.79218602926
1199,362751.0933948269
1200,349833.0274262161
1201,351731.53108040296
1202,288923.036027978
1203,273226.99281065253
1204,315779.4272869115
1205,286724.2070238445
1206,170339.17229590946
1207,176520.17524799512
1208,188300.21227149354
1209,282480.58177179977
1210,186388.33994823685
1211,193731.54087443597
1212,204510.9918887817
1213,198171.50109667264
1214,166176.2929935004
1215,193093.46021233444
1216,198422.32571631047
1217,252977.46862637464
1218,271878.485403022
1219,288798.716483785
1220,392350.9101842109
1221,321894.5909280632
1222,465780.8225350665
1223,308177.23980178736
1224,333717.1902598182
1225,256146.42057625533
1226,314325.77892932517
1227,213281.54691329217
1228,209314.57262627291
1229,424116.0348570845
1230,192868.25299753016
1231,141080.5432932845
1232,201737.07895523804
1233,144399.35357752137
1234,191977.67464733904
1235,183837.038548405
1236,186508.75568520362
1237,199184.63305052125
1238,178009.0708247943
1239,158069.21402831769
1240,151875.00069614133
1241,111710.6659000684
1242,125876.57952357996
1243,136737.1923527945
1244,115257.63042261706
1245,111045.91458426412
1246,124924.25905584444
1247,131647.72953340245
1248,106291.1168355217
1249,123362.01022306565
1250,273127.31667001627
1251,370534.77484885085
1252,167648.73353794205
1253,150664.69040454106
1254,171153.3330823513
1255,145852.4464272854
1256,189467.0600682582
1257,217688.16819115946
1258,156115.92201877464
1259,174663.77742621145
1260,133732.18822756884
1261,160002.33699525654
1262,146191.38581289127
1263,124563.38413337358
1264,129824.32992527138
1265,147694.80213815434
1266,177659.42148834304
1267,181635.8380748011
1268,148697.66731469156
1269,148277.39734230153
1270,132316.37769563938
1271,133686.85364761474
1272,159545.62154284856
1273,144298.453437066
1274,136787.69155012237
1275,138885.86808979203
1276,120803.43095796646
1277,135342.44076290517
1278,161236.83436227596
1279,141207.84033404719
1280,150457.07281850406
1281,153810.54456457475
1282,156239.967184298
1283,161510.3325163888
1284,140832.55210728865
1285,138432.61607734114
1286,143438.40908443724
1287,121587.14033522541
1288,127428.39941879027
1289,133491.18220859932
1290,137571.9515414641
1291,197836.8679954235
1292,141054.2897459549
1293,214020.17820133007
1294,133097.4064426468
1295,93798.3264995695
1296,69446.398748063
1297,90316.87121053446
1298,157662.26081320303
1299,126917.32339144182
1300,143490.8274299166
1301,141982.17766234453
1302,186292.39823507782
1303,150503.7047535245
1304,278044.19605288
1305,135034.2281957032
1306,86088.59964232125
1307,130622.81824396228
1308,128549.33180582924
1309,137748.57248755477
1310,107275.84035417074
1311,110480.13436215087
1312,167797.36833297487
1313,147911.87692113963
1314,116707.7053844907
1315,139898.0428293683
1316,143430.92527585104
1317,103604.47786072298
1318,126513.89536678306
1319,97727.72953029952
1320,94937.3876777227
1321,92194.4103240098
1322,97392.54336555985
1323,122415.97688099735
1324,139532.90301020528
1325,69577.64766836271
1326,129022.57231984944
1327,74329.96589785919
1328,165162.20213160958
1329,98299.68871634308
1330,109696.98893794545
1331,59687.60780481159
1332,166396.18366273335
1333,99386.68591882303
1334,122880.40946576722
1335,98792.48770362022
1336,208272.5902446661
1337,109630.44973893516
1338,116930.49591664837
1339,66106.51832316922
1340,111689.64403075294
1341,130821.54731798063
1342,168800.37198400887
1343,130648.74950164868
1344,97451.0521839423
1345,81897.59475948774
1346,156351.52121796084
1347,149347.66816115755
1348,131216.51457364784
1349,127970.32988032543
1350,160106.25761633422
1351,162453.74585498322
1352,157358.51159760627
1353,152464.1888162144
1354,101346.9932223014
1355,241156.3428078281
1356,154110.55440585266
1357,132088.78366334722
1358,163961.28193643686
1359,136912.82139362613
1360,108647.44521823838
1361,198019.61029984552
1362,315598.9514973279
1363,178302.3595582119
1364,150757.8266961939
1365,137152.15175059083
1366,139702.01066926477
